고객 이름,Membership Type,시도,시군구,상세주소,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
백석문화대학교,,충청남도,천안시,동남구 문암로 58,,SIDEXIS XIOS Plus EP + USB,6283746,8012/04012722,2020-02-19,111464,WEST
백석문화대학교,,충청남도,천안시,동남구 문암로 58,,SIDEXIS XIOS Plus EP + USB,6283746,7882/04012723,2020-02-19,111464,WEST
휘치과의원,,부산광역시,연제구,월드컵대로 54,,SIDEXIS XIOS Plus EP + USB,6283746,00007878 04012721,2019-04-01,111031,EAST
주헌장치과,,경기도,광명시,철산1동  56-162번지,02-2619-2875,SIDEXIS XIOS Plus EP + USB,6283746,0004012719 8021,2017-11-23,108521,WEST
오늘하루치과의원,,서울특별시,동작구,동작대로 89,02-522-2828,SIDEXIS XIOS Plus EP + USB,6283746,80204012716,2017-06-29,108896,WEST
연세미&진치과의원,,서울특별시,중랑구,망우동 479 한일써너스빌리젠시 빌딩 101-1101,02-433-7522,SIDEXIS XIOS Plus EP + USB,6283746,7737/4012720,2017-03-31,107800,EAST
연세우일치과병원,,충청남도,천안시,서북구 서부대로 350,041-579-8787,SIDEXIS XIOS Plus EP + USB,6283746,7962/04010036,2017-03-15,103684,WEST
연세우일치과병원,,충청남도,천안시,서북구 서부대로 350,041-579-8787,SIDEXIS XIOS Plus EP + USB,6283746,4010031 7953,2016-11-25,103684,WEST
연세우일치과병원,,충청남도,천안시,서북구 서부대로 350,041-579-8787,SIDEXIS XIOS Plus EP + USB,6283746,7433/4007392,2016-08-30,103684,WEST
국군서울지구병원(주식회사 나유),,서울특별시,종로구,삼청동 10길 13,02-397-3943,XIOS+S2 with USB,6283753,7436,2015-09-30,109668,WEST
국군의무사령부 (국군강릉병원),,강원특별자치도,강릉시,주문진읍 동해대로 4371-34,033-662-7802,XIOS+S2 with USB,6283753,.,2015-10-22,,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,XIOS+S2 with USB,6283753,7439,2015-09-09,104205,EAST
하늘치과,,광주광역시,북구,풍향동  603-24번지 2층,062-529-2275,XIOS+S2 with USB,6283753,7435/5011916,2015-09-09,108631,WEST
신성치과의원,,서울특별시,성동구,성수2가  314-6번지,02-464-1574,XIOS+S2 with USB,6283753,3713,2015-08-26,108641,EAST
성서부부치과의원,,대구광역시,달서구,성서서로 316,053-581-5199,XIOS+S2 with USB,6283753,5179 5011914,2015-09-02,109009,EAST
국군서울지구병원(주식회사 나유),,서울특별시,종로구,삼청동 10길 13,02-397-3943,XIOS+S2 with USB,6283753,7429,2015-09-30,109668,WEST
하임치과의원,,서울특별시,강남구,논현로98길 34,02-596-2080,XIOS+S2 with USB,6283753,00007428/05011911,2015-09-17,109155,EAST
문치과,,경기도,수원시,영통구 하동 광교택지 A26BL휴먼시아아파트단지상가 201,031-262-2875,XIOS+S2 with USB,6283753,7438,2015-09-30,109191,WEST
최규원치과의원_인천광역시,,인천광역시,미추홀구,주안8동  1031-2번지,032-435-2875,XIOS+S2 with USB,6283753,05011963 7421,2015-08-13,108651,WEST
서울남치과의원,,서울특별시,광진구,중곡동 230-11,02-547-2828,XIOS+S2 with USB,6283753,4098,2015-08-05,108660,EAST
봄봄치과의원,,경기도,수원시,영통구 영통로 511,031-8004-2804,XIOS+S2 with USB,6283753,M 4084/S 5011959→5012839,2015-07-22,108669,WEST
이튼치과_강원도 춘천시,,강원특별자치도,춘천시,방송길 98,033-251-0101,XIOS+S2 with USB,6283753,7434,2015-07-15,101413,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,XIOS+S2 with USB,6283753,7424 05011685,2017-06-14,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,XIOS+S2 with USB,6283753,74275011698,2015-02-13,111559,EAST
미르치과병원_전남 목포시,,전라남도,목포시,백년대로 319,061-280-8800,XIOS+S2 with USB,6283753,7875/5013424,2017-05-04,103595,WEST
꿈을이루는수치과,,충청남도,아산시,배방읍 고속철대로 147 우성메디피아 4층,041-556-2282,XIOS+S2 with USB,6283753,74305012420,2017-06-22,109073,WEST
인천국제공항치과,,인천광역시,중구,운서동 2851 여객터미널 지하1층 인하대병원 공항의료센터,032-743-3116,XIOS+S2 with USB,6283753,8022/05013432,2017-04-12,,WEST
삼익치과의원,,경기도,의정부시,호원2동  322-5번지 뉴삼익호원가든2차APT상가 3층,031-879-6875,XIOS+S2 with USB,6283753,8019.501343,2017-03-31,102817,EAST
강원도원주의료원,,강원특별자치도,원주시,서원대로 387,033-760-4539,XIOS+S2 with USB,6283753,7954/5013042,2017-03-28,109243,EAST
인천세종병원,,인천광역시,계양구,계양문화로 20,032-240-8000,XIOS+S2 with USB,6283753,5013040.796,2017-02-15,113018,WEST
제니스원치과의원,,경상북도,포항시,북구 중흥로 308,054-256-2882,XIOS+S2 with USB,6283753,50129977955,2016-11-29,109220,EAST
애플치과의원,,경상남도,김해시,삼계로 30,055-338-2875,XIOS+S2 with USB,6283753,50129957952,2016-11-24,103472,EAST
수치과보철과치과의원,,충청남도,서산시,고운로 191-1,041-668-7528,XIOS+S2 with USB,6283753,7951/05012461,2016-09-08,110376,WEST
서울새이치과의원,,경기도,용인시,수지구 신수로 767,031-229-1633,XIOS+S2 with USB,6283753,7950/5012989,2016-08-10,108357,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,XIOS+S2 with USB,6283753,05012149/7961,2016-07-27,104205,EAST
늘푸른치과의원,,경상남도,창원시,성산구 상남동  2-8번지 2층,055-266-2000,XIOS+S2 with USB,6283753,5012420 7430,2016-06-30,103857,EAST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,XIOS+S2 with USB,6283753,7431/5005748,2016-06-29,110477,EAST
디아이연세치과의원,,울산광역시,북구,연암동 401-2,052-288-2929,XIOS+S2 with USB,6283753,7426/5011909,2016-05-12,108420,EAST
경찰병원,,서울특별시,송파구,송이로 123,02-3400-1287,XIOS+S2 with USB,6283753,05011910/7420,2015-12-18,108546,EAST
호계치과,,울산광역시,북구,호계동  833-6번지,052-295-1682,XIOS+S2 with USB,6283753,74385008411,2016-02-04,108586,EAST
서울바른생각치과의원,,경기도,성남시,수정구 위례광장로310,031-752-7525,XIOS+S1 with WM,6283761,3516,2016-08-05,107618,EAST
미라인치과의원,,서울특별시,중구,퇴계로 457,02-2254-2877,SIDEXIS XIOS Plus EP + WB,6283779,3941/5011957,2015-10-28,113633,WEST
성서부부치과의원,,대구광역시,달서구,성서서로 316,053-581-5199,SIDEXIS XIOS Plus EP + WB,6283779,3930 5011956,2015-09-02,109009,EAST
팜스치과의원,,서울특별시,은평구,대조동  240 팜스퀘어 15층 A007,02-350-7974,SIDEXIS XIOS Plus EP + WB,6283779,1006/04010035,2015-09-24,108633,WEST
맨하탄치과_서울  성동구,,서울특별시,성동구,행당1동  267번지 나래타워 702호,02-2281-0028,SIDEXIS XIOS Plus EP + WB,6283779,3927,2015-09-30,103876,EAST
한마음치과의원,,강원특별자치도,속초시,조양동  1498-6번지 A동2층,033-638-8228,SIDEXIS XIOS Plus EP + WB,6283779,3929,2015-08-13,101861,EAST
좋은솜씨죽전치과,,경기도,용인시,기흥구 죽전로 57,031-889-2877,SIDEXIS XIOS Plus EP + WB,6283779,5011918,2015-08-03,112493,EAST
서울그루치과의원,,경기도,용인시,수지구 수지로 74,031-264-2275,SIDEXIS XIOS Plus EP + WB,6283779,3519,2015-06-10,108724,EAST
금호타이어(주)부속치과,,광주광역시,광산구,어등대로 658 1층,062-940-2057,SIDEXIS XIOS Plus EP + WB,6283779,5011912/3511,2015-05-04,108648,WEST
서울명문치과,,강원특별자치도,홍천군,홍천읍 홍천로3길 16 ,033-436-2804,SIDEXIS XIOS Plus EP + WB,6283779,3912,2015-04-29,105972,EAST
한빛치과의원,,경기도,시흥시,하중동  856-1번지 조은프라자 203호,031-318-2875,SIDEXIS XIOS Plus EP + WB,6283779,03911 05011958,2015-04-23,106296,WEST
홍치과의원,,서울특별시,서대문구,북가좌2동  304-29번지 2층,02-308-1664,SIDEXIS XIOS Plus EP + WB,6283779,3889/5011691,2015-04-09,102911,WEST
김성진치과의원,,서울특별시,용산구,이촌로 101,02-790-2831,SIDEXIS XIOS Plus EP + WB,6283779,3843/5011689,2015-01-08,113915,WEST
솔빛치과_인천광역시,,인천광역시,동구,송현동  158번지 송현플라자 201호,032-777-7528,SIDEXIS XIOS Plus EP + WB,6283779,3888->3829/05011690,2015-01-21,108800,WEST
에덴치과_경북 구미,,경상북도,구미시,봉곡남로 85,054-442-0028,SIDEXIS XIOS Plus EP + WB,6283779,3836,2018-12-20,109814,EAST
연세필치과의원,,경기도,파주시,문화로 100,031-957-0158,SIDEXIS XIOS Plus EP + WB,6283779,1018/05012151,2016-03-02,108471,WEST
오늘안치과의원,,서울특별시,중구,장충단로13길 20,02-2283-2136,SIDEXIS XIOS Plus EP + WB,6283779,01011/05011966,2016-03-07,108490,WEST
연세우리치과,,경기도,성남시,분당구 황새울로 325,031-707-2852,SIDEXIS XIOS Plus EP + WB,6283779,1020/05012415,2016-03-28,108480,EAST
경희의료원,,서울특별시,동대문구,경희대로 23,02-958-9915-6,SIDEXIS XIOS Plus EP + WB,6283779,1009/05009806→5012734,2016-03-28,104181,EAST
경희의료원,,서울특별시,동대문구,경희대로 23,02-958-9915-6,SIDEXIS XIOS Plus EP + WB,6283779,1007/05011951,2016-04-14,104181,EAST
최윤호치과의원,,경기도,양주시,광적면  가남리 722-9번지,031-837-8221,SIDEXIS XIOS Plus EP + WB,6283779,1005/05011917,2015-12-15,100938,EAST
예인치과의원,,경기도,여주시,여주읍  홍문리 269-1번지 명승메디칼빌딩 3층,031-886-9075,SIDEXIS XIOS Plus EP + WB,6283779,1008,2016-02-03,109294,EAST
이현원치과의원,,서울특별시,강남구,선릉로 305,02-561-0222,SIDEXIS XIOS Plus EP + WB,6283779,03931 05011919,2015-08-06,102787,EAST
프랜드성창수치과의원,,부산광역시,서구,구덕로 281,051-247-7123,C8+ Starter Pack,5943795_1,29387,2016-07-28,100674,EAST
(학)가톨릭학원가톨릭대학교대전성모병원,,대전광역시,중구,대흥로 64,042-220-9030,XIOS+S1+S2 with WM,6283795,1015,2015-12-10,110134,WEST
쉐르빌서울치과,,서울특별시,광진구,구의3동  199-18번지 삼성쉐르상가빌 209호,02-2201-0568,XIOS+S1+S2 with WM,6283795,3526,2015-11-12,107843,EAST
미금치과_경기 남양주시,,경기도,남양주시,도농동 117 이화빌딩  3층,031-569-2875,SIDEXIS XIOS Plus EP 1/2 USB,6283803,4277.500842,2018-03-28,100481,EAST
신세계정치과의원,,인천광역시,연수구,센트럴로 160,032-851-2082,INTEGO ECO Electric Version,INTEGO ECO ELEC,205198,2015-11-19,106502,WEST
양지바른치과,,서울특별시,서초구,방배로 118,02-581-2273,INTEGO ECO Electric Version,INTEGO ECO ELEC,202381,2015-09-25,109182,EAST
양지바른치과,,서울특별시,서초구,방배로 118,02-581-2273,INTEGO ECO Electric Version,INTEGO ECO ELEC,202382,2015-09-25,109182,EAST
양지바른치과,,서울특별시,서초구,방배로 118,02-581-2273,INTEGO ECO Electric Version,INTEGO ECO ELEC,202380,2015-09-25,109182,EAST
좋은솜씨죽전치과,,경기도,용인시,기흥구 죽전로 57,031-889-2877,INTEGO ECO Electric Version,INTEGO ECO ELEC,202114,2015-08-07,112493,EAST
서울라인치과의원,,서울특별시,강남구,도곡로 519,02-566-5129,INTEGO ECO Electric Version,INTEGO ECO ELEC,201927,2015-07-17,107287,EAST
서울라인치과의원,,서울특별시,강남구,도곡로 519,02-566-5129,INTEGO ECO Electric Version,INTEGO ECO ELEC,201928,2015-07-17,107287,EAST
완도치과의원,,전라남도,완도군,완도읍 장보고대로 170,061-555-0028,INTEGO ECO Electric Version,INTEGO ECO ELEC,201684,2015-06-25,109577,WEST
예인치과의원_경남 창원,,경상남도,창원시,의창구 원이대로 581,055-273-7528,INTEGO ECO Electric Version,INTEGO ECO ELEC,201796,2015-06-30,111915,EAST
예인치과의원_경남 창원,,경상남도,창원시,의창구 원이대로 581,055-273-7528,INTEGO ECO Electric Version,INTEGO ECO ELEC,201797,2015-06-30,111915,EAST
BK치과의원_충북 청주시,,충청북도,청주시,흥덕구 직지대로 530,043-264-0006,INTEGO ECO Electric Version,INTEGO ECO ELEC,231854,2017-12-29,110330,WEST
BK치과의원_충북 청주시,,충청북도,청주시,흥덕구 직지대로 530,043-264-0006,INTEGO ECO Electric Version,INTEGO ECO ELEC,231855,2017-12-29,110330,WEST
이가온치과,,서울특별시,구로구,경인로59길 305,02-2675-6525,INTEGO ECO Electric Version,INTEGO ECO ELEC,242686,2018-02-27,108291,WEST
이가온치과,,서울특별시,구로구,경인로59길 305,02-2675-6525,INTEGO ECO Electric Version,INTEGO ECO ELEC,242683,2018-02-27,108291,WEST
3사단(백골신병교육대),,강원특별자치도,철원군,서면 자등리 402,,INTEGO ECO Electric Version,INTEGO ECO ELEC,244129,2018-05-17,,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201769,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201767,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201768,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201765,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201792,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201791,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201766,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201788,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201787,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201790,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201763,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201762,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201764,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201828,2015-06-30,111559,EAST
미소원치과의원,,울산광역시,남구,화합로 150,1899-7518,INTEGO ECO Electric Version,INTEGO ECO ELEC,201789,2015-06-30,111559,EAST
5사단(주식회사 나유)_경기 연천,,경기도,연천군,전곡읍 평화로 874,,INTEGO ECO Electric Version,INTEGO ECO ELEC,240520,2017-08-25,,EAST
12사단 의무대대(주식회사 나유)_강원 인제,,강원특별자치도,인제군,북면 원통로 299 의무대대,,INTEGO ECO Electric Version,INTEGO ECO ELEC,240517,2017-08-23,,EAST
12사단 의무대대(주식회사 나유)_강원 인제,,강원특별자치도,인제군,북면 원통로 299 의무대대,,INTEGO ECO Electric Version,INTEGO ECO ELEC,240518,2017-08-23,,EAST
12사단 의무대대(주식회사 나유)_강원 인제,,강원특별자치도,인제군,북면 원통로 299 의무대대,,INTEGO ECO Electric Version,INTEGO ECO ELEC,244130,2018-05-16,,EAST
25사단(주식회사 나유)_경기 양주,,경기도,양주시,남면 구암리 35-2번지 구암마트,,INTEGO ECO Electric Version,INTEGO ECO ELEC,240519,2017-08-24,,EAST
25사단(주식회사 나유)_경기 양주,,경기도,양주시,남면 구암리 35-2번지 구암마트,,INTEGO ECO Electric Version,INTEGO ECO ELEC,240521,2017-08-24,,EAST
35사단 신병교육대(주식회나 나유),,전북특별자치도,임실군,임실읍 감천로 55-77,,INTEGO ECO Electric Version,INTEGO ECO ELEC,244125,2018-05-24,,WEST
50사단(주식회사 나유),,대구광역시,북구,호국로 780 남문위병소,,INTEGO ECO Electric Version,INTEGO ECO ELEC,244127,2018-05-23,,EAST
육군종합행정학교(주식회사 나유),,충청북도,영동군,양강면 양정죽촌로 70,,INTEGO ECO Electric Version,INTEGO ECO ELEC,244126,2018-05-21,,WEST
6사단의무대(주식회사 나유),,경기도,포천시,관인면 북원로 404번길 78-5호 의무대대 ,,INTEGO ECO Electric Version,INTEGO ECO ELEC,244128,2018-05-18,,EAST
삼성서울병원,,서울특별시,강남구,일원로 81,02-3410-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,243876,2018-05-02,104334,EAST
삼성서울병원,,서울특별시,강남구,일원로 81,02-3410-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,243875,2018-05-02,104334,EAST
삼성서울병원,,서울특별시,강남구,일원로 81,02-3410-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,243874,2018-05-02,104334,EAST
삼성서울병원,,서울특별시,강남구,일원로 81,02-3410-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,243873,2018-05-02,104334,EAST
삼성서울병원,,서울특별시,강남구,일원로 81,02-3410-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,243872,2018-05-02,104334,EAST
정치과의원,,충청남도,홍성군,광천읍 홍남로 670,041-641-3699,INTEGO ECO Electric Version,INTEGO ECO ELEC,243861,2018-04-25,108418,WEST
정치과의원,,충청남도,홍성군,광천읍 홍남로 670,041-641-3699,INTEGO ECO Electric Version,INTEGO ECO ELEC,243781,2018-04-25,108418,WEST
소중치과의원,,서울특별시,송파구,법원로 128,02-527-8877,INTEGO ECO Electric Version,INTEGO ECO ELEC,242682,2018-02-27,114869,EAST
소중치과의원,,서울특별시,송파구,법원로 128,02-527-8877,INTEGO ECO Electric Version,INTEGO ECO ELEC,242684,2018-02-27,114869,EAST
소중치과의원,,서울특별시,송파구,법원로 128,02-527-8877,INTEGO ECO Electric Version,INTEGO ECO ELEC,242685,2018-02-27,114869,EAST
김동윤부부치과의원,,경기도,수원시,팔달구 화서동 71-98,031-253-2743,INTEGO ECO Electric Version,INTEGO ECO ELEC,201690,2018-01-31,109478,WEST
김앤박 치과의원,,부산광역시,중구,구덕로 4,051-418-8275,INTEGO ECO Electric Version,INTEGO ECO ELEC,243241,2018-12-06,108095,EAST
근로복지공단 태백병원,,강원특별자치도,태백시,보드미길 ,033-580-3250,INTEGO ECO Electric Version,INTEGO ECO ELEC,242385,2017-12-14,110107,EAST
근로복지공단 태백병원,,강원특별자치도,태백시,보드미길 ,033-580-3250,INTEGO ECO Electric Version,INTEGO ECO ELEC,242354,2017-12-14,110107,EAST
인터서울치과의원_서울 용산구,,서울특별시,용산구,한강대로 95,02-714-0328,INTEGO ECO Electric Version,INTEGO ECO ELEC,242234,2017-12-13,106324,WEST
인터서울치과의원_서울 용산구,,서울특별시,용산구,한강대로 95,02-714-0328,INTEGO ECO Electric Version,INTEGO ECO ELEC,242233,2017-12-13,106324,WEST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,241386,2017-11-21,110477,EAST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,241385,2017-11-21,110477,EAST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,241384,2017-11-21,110477,EAST
본수치과의원,,강원특별자치도,춘천시,후석로 328,033-252-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,241383,2017-11-21,110477,EAST
미래로치과의원,,서울특별시,강북구,한천로 1035,02-999-2228,INTEGO ECO Electric Version,INTEGO ECO ELEC,241436,2017-10-18,104004,EAST
더블유화이트치과의원,,서울특별시,강남구,테헤란로87길 17 ,02-564-0075,INTEGO ECO Electric Version,INTEGO ECO ELEC,241253,2017-09-29,105522,EAST
더블유화이트치과의원,,서울특별시,강남구,테헤란로87길 17 ,02-564-0075,INTEGO ECO Electric Version,INTEGO ECO ELEC,241252,2017-09-29,105522,EAST
더블유화이트치과의원,,서울특별시,강남구,테헤란로87길 17 ,02-564-0075,INTEGO ECO Electric Version,INTEGO ECO ELEC,241251,2017-09-29,105522,EAST
육군훈련소지구병원(주식회사 나유),,충청남도,논산시,연무읍 주평리 366-4,041-740-8534,INTEGO ECO Electric Version,INTEGO ECO ELEC,240516,2017-08-22,,WEST
육군훈련소지구병원(주식회사 나유),,충청남도,논산시,연무읍 주평리 366-4,041-740-8534,INTEGO ECO Electric Version,INTEGO ECO ELEC,240515,2017-08-22,,WEST
서울명문치과,,강원특별자치도,홍천군,홍천읍 홍천로3길 16 ,033-436-2804,INTEGO ECO Electric Version,INTEGO ECO ELEC,240423,2017-08-23,105972,EAST
서울원픽치과의원,,서울특별시,서초구,동작대로 50,02-2160-8484,INTEGO ECO Electric Version,INTEGO ECO ELEC,231599,2017-05-30,114088,EAST
포레스트치과의원,,서울특별시,강서구,마곡중앙6로 10 마곡역센트럴푸르지오시티 2층 210호,02-6952-5501,INTEGO ECO Electric Version,INTEGO ECO ELEC,230980,2017-02-02,108238,WEST
포레스트치과의원,,서울특별시,강서구,마곡중앙6로 10 마곡역센트럴푸르지오시티 2층 210호,02-6952-5501,INTEGO ECO Electric Version,INTEGO ECO ELEC,230981,2017-02-02,108238,WEST
포레스트치과의원,,서울특별시,강서구,마곡중앙6로 10 마곡역센트럴푸르지오시티 2층 210호,02-6952-5501,INTEGO ECO Electric Version,INTEGO ECO ELEC,230982,2017-02-02,108238,WEST
포레스트치과의원,,서울특별시,강서구,마곡중앙6로 10 마곡역센트럴푸르지오시티 2층 210호,02-6952-5501,INTEGO ECO Electric Version,INTEGO ECO ELEC,230979,2017-02-02,108238,WEST
골드치과의원,,서울특별시,중랑구,동일로 812,02-3422-2875,INTEGO ECO Electric Version,INTEGO ECO ELEC,230811,2017-01-19,108460,EAST
한별치과의원,,전북특별자치도,전주시,완산구 홍산중앙로 26,063-211-2804,INTEGO ECO Electric Version,INTEGO ECO ELEC,230571,2016-12-23,114148,WEST
한별치과의원,,전북특별자치도,전주시,완산구 홍산중앙로 26,063-211-2804,INTEGO ECO Electric Version,INTEGO ECO ELEC,230570,2016-12-23,114148,WEST
서울바른생각치과의원,,경기도,성남시,수정구 위례광장로310,031-752-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,226444,2016-08-05,107618,EAST
서울바른생각치과의원,,경기도,성남시,수정구 위례광장로310,031-752-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,226442,2016-08-05,107618,EAST
서울바른생각치과의원,,경기도,성남시,수정구 위례광장로310,031-752-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,226443,2016-08-05,107618,EAST
서울바른생각치과의원,,경기도,성남시,수정구 위례광장로310,031-752-7525,INTEGO ECO Electric Version,INTEGO ECO ELEC,226445,2016-08-05,107618,EAST
서울S치과(서울에스치과),,경기도,하남시,미사강변대로 216,031-792-2409,INTEGO ECO Electric Version,INTEGO ECO ELEC,227238,2016-09-29,108312,EAST
인터서울치과의원_서울 용산구,,서울특별시,용산구,한강대로 95,02-714-0328,INTEGO ECO Electric Version,INTEGO ECO ELEC,202555,2016-06-28,106324,WEST
인터서울치과의원_서울 용산구,,서울특별시,용산구,한강대로 95,02-714-0328,INTEGO ECO Electric Version,INTEGO ECO ELEC,202554,2016-06-28,106324,WEST
꿈을이루는수치과,,충청남도,아산시,배방읍 고속철대로 147 우성메디피아 4층,041-556-2282,INTEGO ECO Electric Version,INTEGO ECO ELEC,226147,2016-04-18,109073,WEST
꿈을이루는수치과,,충청남도,아산시,배방읍 고속철대로 147 우성메디피아 4층,041-556-2282,INTEGO ECO Electric Version,INTEGO ECO ELEC,226146,2016-04-18,109073,WEST
꿈을이루는수치과,,충청남도,아산시,배방읍 고속철대로 147 우성메디피아 4층,041-556-2282,INTEGO ECO Electric Version,INTEGO ECO ELEC,226145,2016-04-18,109073,WEST
꿈을이루는수치과,,충청남도,아산시,배방읍 고속철대로 147 우성메디피아 4층,041-556-2282,INTEGO ECO Electric Version,INTEGO ECO ELEC,226144,2016-04-18,109073,WEST
비오케이(BOK)김봉옥치과,,서울특별시,강남구,압구정로 208,02-515-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,225658,2016-02-29,107731,EAST
비오케이(BOK)김봉옥치과,,서울특별시,강남구,압구정로 208,02-515-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,225659,2016-02-29,107731,EAST
비오케이(BOK)김봉옥치과,,서울특별시,강남구,압구정로 208,02-515-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,225732,2016-02-23,107731,EAST
비오케이(BOK)김봉옥치과,,서울특별시,강남구,압구정로 208,02-515-2828,INTEGO ECO Electric Version,INTEGO ECO ELEC,225733,2016-02-23,107731,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226306,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226305,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226304,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226318,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226300,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226299,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226302,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226303,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226297,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226298,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226301,2016-05-20,104205,EAST
하루에치과의원,,서울특별시,강남구,강남대로 162길 41-11,1544-0208,INTEGO ECO Electric Version,INTEGO ECO ELEC,226296,2016-05-20,104205,EAST
미소사랑치과의원,,경상남도,창원시,팔용동 103-2사화빌딩401호,055-299-2820,INTEGO ECO Electric Version,INTEGO ECO ELEC,225768,2016-04-21,105537,EAST
미소사랑치과의원,,경상남도,창원시,팔용동 103-2사화빌딩401호,055-299-2820,INTEGO ECO Electric Version,INTEGO ECO ELEC,225767,2016-04-21,105537,EAST
