고객 이름,Membership Type,시도,시군구,상세주소(도로명주소).1.1,전화,제품,ref,제조번호,설치일자,AX 코드,S.Territory
다대치과의원,DS Core Care 1-3,부산광역시,사하구,다대로 556,051-263-3031,Primescan Connect,6795491,M6785344S804162/PF42JVJQ,2023-11-03,108284,EAST
이로운치과_강원 원주,DS Core Care 1-3,강원특별자치도,원주시,영랑길 14-2,033-900-2828,Primescan Connect,6795491,M6785344S804160 / PF42D0YJ,2023-11-02,113563,EAST
기분좋은치과_경남 진해,DS Core Care 1-3,경상남도,창원시,진해시 석동  675,055-552-2804,Primescan Connect,6795491,M6785344S804158/ PF42KD8B,2023-11-02,101218,EAST
한은현치과의원,DS Core Care 1-3,강원특별자치도,강릉시,교동 136-20,033-643-2875,Primescan Connect,6795491,M6785344S804155/PF42H67N,2023-11-02,113562,EAST
통영이플란트치과의원,DS Core Care 1-3,경상남도,통영시,광도면 죽림3로 43,055-646-2275,Primescan Connect,6795491,M6785344S803932 / PF44FBK2,2023-11-01,112683,EAST
여주치과의원,DS Core Care 1-3,경기도,여주시,세종로 22 ,031-886-2875,Primescan Connect,6795491,M6785344S803733/PF42HAVL,2023-10-31,113550,EAST
참조은치과의원_광주  북구,DS Core Care 1-3,광주광역시,북구,운암동 1051-16,062-525-7528,Primescan Connect,6795491,M6785344S803924/PF41EADM,2023-10-31,101545,WEST
연세플러스치과,DS Core Care 1-3,경기도,수원시,장안구 경수대로 979,031-251-2833,Primescan Connect,6795491,M6785344S803923/PF442P09,2023-10-30,107094,WEST
예스구구치과의원,DS Core Care 1-3,경기도,파주시,중앙로 328,031-942-2811,Primescan Connect,6795491,M6785344S803921/PF44J07Z,2023-10-31,113556,WEST
자이탑치과,DS Core Care 1-3,경기도,안산시,상록구 해양5로 11,031-407-2879,Primescan Connect,6795491,M6785344S803920/PF44GQ2R,2023-10-31,112024,WEST
연세행복치과의원,DS Core Care 1-3,서울특별시,마포구,신공덕동  15-19,02-704-2879,Primescan Connect,6795491,M6785344S803918/PF44F714,2023-10-31,105488,WEST
화이트치과의원_경기도 의정부,DS Core Care 1-3,경기도,의정부시,체육로 304,031-826-2871,Primescan Connect,6795491,M6785344S803916/PF44HD8V,2023-10-30,113560,EAST
365베스트치과의원,,인천광역시,부평구,마장로 388,032-228-7528,Primescan Connect,6795491,M6785344S803736/PF41NR07,2023-10-30,113558,WEST
차앤정치과의원,DS Core Care 1-3,경기도,의정부시,태평로 71,031-842-2879,Primescan Connect,6795491,M6785344S803734/PF42K23J,2023-10-30,108158,EAST
화이트사과나무치과,,경기도,부천시,원미구 심곡2동 169-8 유신빌딩 4층,032-612-7353,Primescan Connect,6795491,M6785344S803727/PF42GPFW,2023-10-27,,WEST
서울플란트치과의원,DS Core Care 1-3,대전광역시,서구,대덕대로 220번길 17,042-526-2885,Primescan Connect,6795491,M6785344S803704/PF42JH6C,2023-10-27,108537,WEST
율치과의원,DS Core Care 1-3,충청북도,청주시,흥덕구 송화로 172,043-715-5010,Primescan Connect,6795491,M6785344S803703/PF42H1SH,2023-10-27,113552,WEST
예원부부치과의원,DS Core Care 1-3,경기도,고양시,일산동구 중산동 1569-5 중앙프라자 302,031-975-9075,Primescan Connect,6795491,M6785344S803655/PF42EQLZ,2023-10-20,101168,WEST
황석현,DS Core Care 1-3,인천광역시,연수구,컨벤시아대로 70,,Primescan Connect,6795491,M6785344S803664/ PF42H8NC,2023-10-20,114571,WEST
이안치과병원,DS Core Care 1-3,경기도,부천시,오정구 소사로 713,032-677-8885,Primescan Connect,6795491,M6785344S804751/PF42GMGH,2024-03-29,113867,WEST
예온치과병원,DS Core Care 1-3,인천광역시,서구,이음4로 6,1551-2870,Primescan Connect,6795491,M6785344S805498 /PF42M6VB,2024-03-29,113854,WEST
물금센트럴치과의원,DS Core Care 1-3,경상남도,양산시,물금읍 증산역로 136,,Primescan Connect,6795491,M6785344S804919/PF41WAX8,2024-04-02,113865,EAST
행복플러스치과_전북 익산,DS Core Care 1-3,전북특별자치도,익산시,영등동 770-4,063-835-1747,Primescan Connect,6795491,M6785344S805487/PF41XJLQ,2024-03-29,113864,WEST
서울더좋은치과의원,DS Core Care 1-3,서울특별시,영등포구,당산로 222,02-2672-8575,Primescan Connect,6795491,M6785344S805197/PF42KCRH,2024-03-28,108384,WEST
본치과의원_광주광역시,DS Core Care 1-3,광주광역시,광산구,장신로 136,062-954-0275,Primescan Connect,6795491,M6785344S805059/PF41E40G,2024-03-29,113082,WEST
맑은플란트치과의원_경기 안산,DS Core Care 1-3,경기도,안산시,단원구 고잔1길 7,031-503-2828,Primescan Connect,6795491,M6785344S804724 / PF42DAC7,2024-03-29,112982,WEST
고덕바른차치과의원,DS Core Care 1-3,경기도,평택시,고덕갈평6길 29,031-662-2804,Primescan Connect,6795491,M6785344S805051/PF42JZZQ,2024-03-28,113859,WEST
나아라치과의원,DS Core Care 1-3,인천광역시,서구,이음5로 36,032-287-2828,Primescan Connect,6795491,M6785344S805049/PF42H1YT,2024-03-28,113798,WEST
굿보스톤치과의원_경남 김해,DS Core Care 1-3,경상남도,김해시,인제로 182,055-336-5387,Primescan Connect,6795491,M6785344S804752/PF42GPR9,2024-03-28,113858,EAST
이주석치과의원,DS Core Care 1-3,서울특별시,성북구,성북로 5-1,02-744-6974,Primescan Connect,6795491,M6785344S804742 / PF42GKBM,2024-03-27,100628,EAST
미니쉬치과병원,DS Core Care 1-3,서울특별시,강남구,언주로 728,02-3446-6304,Primescan Connect,6795491,M6785344S805048/PF42KE56,2024-03-26,113564,EAST
강남미니쉬치과의원,DS Core Care 1-3,서울특별시,서초구,사평대로 373,1661-2854,Primescan Connect,6795491,M6785344S805047/PF41E8E0,2024-03-26,114287,EAST
강남미니쉬치과의원,DS Core Care 1-3,서울특별시,서초구,사평대로 373,1661-2854,Primescan Connect,6795491,M6785344S805046/PF42KE0R,2024-03-26,114287,EAST
미니쉬치과병원,DS Core Care 1-3,서울특별시,강남구,언주로 728,02-3446-6304,Primescan Connect,6795491,M6785344S805045/PF42JXY9,2024-03-26,113564,EAST
미니쉬치과병원,DS Core Care 1-3,서울특별시,강남구,언주로 728,02-3446-6304,Primescan Connect,6795491,M6785344S805006/PF42D81R,2024-03-26,113564,EAST
광교리움치과병원,DS Core Care 1-3,경기도,수원시,영통구 광교호수공원로 20,031-212-6454,Primescan Connect,6795491,M6785344S804690 / PF41MHMY,2024-03-27,112671,WEST
보스톤치과의원,DS Core Care 1-3,경기도,파주시,교하로 79,031-942-2833,Primescan Connect,6795491,M6785344S805005/PF42JF3L,2024-03-25,107501,WEST
모드니치과의원_세종,DS Core Care 1-3,세종특별자치시,,금송로 687 ,044-864-2876,Primescan Connect,6795491,M6785344S804746/PF42H4C5,2024-03-27,113856,WEST
바른명치과,DS Core Care 1-3,세종특별자치시,,도담동 1-4 생활권C4-3블럭 도담센트럴프라자상가 504,044-864-2824,Primescan Connect,6795491,M6785344S805004/PF42H8T4,2024-03-25,108012,WEST
조호성치과의원,DS Core Care 1-3,부산광역시,서구,충무시장길 9 ,051-254-1790,Primescan Connect,6795491,M6785344S805002/PF41RA9A,2024-03-22,103831,EAST
영종센트럴치과의원,DS Core Care 1-3,인천광역시,중구,흰바위로 258,,Primescan Connect,6795491,M6785344S805001/PF42KC6C,2024-03-21,113848,WEST
서울강남플란트치과의원 감곡점,DS Core Care 1-3,충청북도,음성군,감곡면 장감로 129 2층,043-881-2872,Primescan Connect,6795491,M6785344S804998/PF42DA6G,2024-03-21,113836,WEST
이주영치과의원,DS Core Care 1-3,경기도,과천시,과천대로6가길52,02-504-2080,Primescan Connect,6795491,M6785344S804997/PF42KDHK,2024-03-19,113837,WEST
서초엘치과의원,DS Core Care 1-3,서울특별시,서초구,방배로 141,02-6338-7575,Primescan Connect,6795491,M6785344S804753/PF42H25Z,2024-03-18,113814,EAST
리더스치과의원,DS Core Care 1-3,부산광역시,서구,대영로 54,054-243-7528,Primescan Connect,6795491,M6785344S804996/PF42H6HB,2024-03-14,107597,EAST
체리스마일치과의원,DS Core Care 1-3,서울특별시,서초구,강남대로 421,02-594-2888,Primescan Connect,6795491,M6785344S804581/PF42KBBY,2024-03-13,113806,EAST
정성국치과의원,DS Core Care 1-3,광주광역시,광산구,상무대로 258,062-945-0002,Primescan Connect,6795491,M6785344S804994,2024-03-13,113822,WEST
서울바른수치과의원,DS Core Care 1-3,경기도,이천시,이섭대천로 1440-5,,Primescan Connect,6795491,M6785344S804988/PF42D7ZE,2024-03-12,113825,EAST
더케이365치과병원,DS Core Care 1-3,인천광역시,계양구,장제로 794,032-1555-3650,Primescan Connect,6795491,M6785344S804993/PF42D5PF,2024-03-12,113805,WEST
더케이365치과병원,DS Core Care 1-3,인천광역시,계양구,장제로 794,032-1555-3650,Primescan Connect,6795491,M6785344S804989/PF42HB3K,2024-03-12,113805,WEST
서울명치과의원,DS Core Care 1-3,서울특별시,구로구,구로동로26길 8,02-864-7528,Primescan Connect,6795491,M6785344S804741/PF42DEV6,2024-03-11,113800,WEST
바른dk치과,DS Core Care 1-3,서울특별시,중랑구,망우동 양원지구 주상복합용지 서울신내역 시티원스퀘워 판매시설 B동 지하 B105호,,Primescan Connect,6795491,M6785344S804743 / PF41NG9P,2024-03-11,113815,EAST
김도환 행복한 치과,DS Core Care 1-3,경기도,수원시,권선구 매송고색로 526,031-294-5252,Primescan Connect,6795491,M6785344S804747/PF41R8NV,2024-03-08,106503,WEST
킴스치과의원,DS Core Care 1-3,인천광역시,연수구,학나래로6번길 16,032-422-9890,Primescan Connect,6795491,M6785344S804697/PF42DCNF,2024-03-07,113801,WEST
올디플란트치과의원,DS Core Care 1-3,대구광역시,북구,동북로 289,053-247-2828,Primescan Connect,6795491,M6785344S804927 /PF41WSSC,2024-03-11,113804,EAST
동래로덴치과병원,DS Core Care 1-3,부산광역시,동래구,충렬대로 237번길 3,051-523-2875,Primescan Connect,6795491,M6785344S804926/PF41WD8V,2024-03-07,113812,EAST
예스(yes)서울치과,DS Core Care 1-3,인천광역시,중구,영종대로 184,032-752-9728,Primescan Connect,6795491,M6785344S804925/PF41X8Y0,2024-03-05,113690,WEST
수치과병원,DS Core Care 1-3,서울특별시,송파구,중대로 68,02-408-7528,Primescan Connect,6795491,M6785344S804725 / PF42GS3D,2024-02-29,109139,EAST
남악치과의원_전남 무안,DS Core Care 1-3,전라남도,무안군,삼향읍 남악3로 79,061-287-2804,Primescan Connect,6795491,M6785344S804924/PF41WT0Y,2024-02-29,113793,WEST
에브리치과의원,DS Core Care 1-3,서울특별시,강서구,강서로47길 169,02-2667-2879,Primescan Connect,6795491,M6785344S804744/PF41RAYZ,2024-03-04,114598,WEST
진주세란병원,,경상남도,진주시,진주대로 829,055-760-7500,Primescan Connect,6795491,M6785344S804699 / PF41MXY0,2024-02-29,113797,EAST
박성호치과의원,DS Core Care 1-3,서울특별시,마포구,양화로 176,02-335-2875,Primescan Connect,6795491,M6785344S804918/PF41WQND,2024-02-23,113781,WEST
사랑치과,DS Core Care 1-3,전라남도,여수시,소라면 죽림로 21,061-682-2875,Primescan Connect,6795491,M6785344S804748/PF42DEZ9,2024-02-23,111148,WEST
미플란트 치과의원_전북 전주시,DS Core Care 1-3,전북특별자치도,전주시,완산구 백제대로 234-1,063-236-7528,Primescan Connect,6795491,M6785344S804917/PF42JZYX,2024-02-22,114499,WEST
365바로치과의원_경남 김해,DS Core Care 1-3,경상남도,김해시,장유로 270,055-321-8585,Primescan Connect,6795491,M6785344S804732/PF42GVAR,2024-02-22,113787,EAST
탕정 센트럴 문 치과의원,DS Core Care 1-3,충청남도,아산시,탕정면 한들물빛5로 5,041-533-7528,Primescan Connect,6795491,M6785344S804574/PF41QGZY,2024-02-20,113777,WEST
바로플란트치과의원_구리,DS Core Care 1-3,경기도,구리시,검배로 3,031-562-2875,Primescan Connect,6795491,M6785344S804916/PF41R5YJ,2024-02-15,113750,EAST
서울삼성치과_인천 서구,DS Core Care 1-3,인천광역시,서구,중봉대로 588 ,032-567-5755,Primescan Connect,6795491,M6785344S804745/PF41Y5CR,2024-02-15,113286,WEST
하루치과의원_대구 중구,DS Core Care 1-3,대구광역시,중구,달구벌대로 2191,,Primescan Connect,6795491,M6785344S804915/PF41XBYD,2024-02-15,113746,EAST
병천중앙치과,DS Core Care 1-3,충청남도,천안시,동남구 병천면 아우내순대길 41,041-414-2882,Primescan Connect,6795491,M6785344S804914/PF41WQHV,2024-02-14,113778,WEST
노엘치과의원,DS Core Care 1-3,충청남도,계룡시,두마면 대실남북3길 15,042-322-0611,Primescan Connect,6795491,M6785344S803658/PF41N1K1,2024-02-07,113770,WEST
웰치과의원_서울  서초구,DS Core Care 1-3,서울특별시,서초구,방배동 3001-1 디오슈페리움 2 403,02-535-4573,Primescan Connect,6795491,M6785344S804913/PF41Y0TY,2024-02-05,113246,EAST
의료법인 금강의료재단_(구.고치과.고운치과)_경남 창원,DS Core Care 1-3,경상남도,창원시,의창구 용호동 73-43,055-285-0987,Primescan Connect,6795491,M6785344S804912/ PF41WNAR,2024-02-02,104104,EAST
광천 미서울 치과의원,DS Core Care 1-3,광주광역시,서구,죽봉대로 95,062-369-2888,Primescan Connect,6795491,M6785344S804853/PF42WE5W,2024-01-31,113753,WEST
서울미라클치과의원,DS Core Care 1-3,경기도,군포시,산본로323번길 16-14,,Primescan Connect,6795491,M6785344S804852/PF42KE38,2024-01-30,113569,WEST
서울연치과의원,DS Core Care 1-3,경기도,고양시,덕양구 화신로 254,031-970-2275,Primescan Connect,6795491,M6785344S804848/PF41WN9V,2024-01-24,113729,WEST
서울치과의원_경북 영주,DS Core Care 1-3,경상북도,영주시,하망동 344-49,054-631-5277,Primescan Connect,6795491,M6785344S804847 / PF41whry,2024-01-19,101175,EAST
스마트365치과의원_경남 창원(중동),DS Core Care 1-3,경상남도,창원시,의창구 중동 776-4 디세븐파크 507~511호,055-296-2080,Primescan Connect,6795491,M6785344S804846/PF42D5X5,2024-01-19,112987,EAST
서울자이치과의원,DS Core Care 1-3,경기도,김포시,걸포2로 21,031-8049-7528,Primescan Connect,6795491,M6785344S804845/PF42HB2Q,2024-01-15,114468,WEST
마이다스치과기공소_광주,DS Core Care 1-3,광주광역시,북구,용주로 66,062-251-2204,Primescan Connect,6795491,M6785344S803599/PF42H1TA,2024-01-16,104550,WEST
봄니치과의원,DS Core Care 1-3,경상북도,경산시,하양읍 대학로 1517-6,,Primescan Connect,6795491,M6785344S804736 / PF42GK89,2024-01-15,113732,EAST
함께하는치과_대전 중구,DS Core Care 1-3,대전광역시,중구,산성동 279-1,042-581-2875,Primescan Connect,6795491,M6785344S804839/PF41XFMS,2024-01-12,113723,WEST
대전365센텀치과의원,DS Core Care 1-3,대전광역시,서구,한밭대로 817,042-482-2272,Primescan Connect,6795491,M6785344S804838/PF42GPMG,2024-01-11,113719,WEST
더스타치과,DS Core Care 1-3,경기도,부천시,원미구 석천로 106,032-662-2875,Primescan Connect,6795491,M6785344S804836/PF42HASK,2024-01-11,113727,WEST
남촌치과의원,DS Core Care 1-3,인천광역시,남동구,남촌동  309-2,032-468-5445,Primescan Connect,6795491,M6785344S804759/PF41WDBS,2024-01-09,100333,WEST
이한치과_경기 성남시,DS Core Care 1-3,경기도,성남시,분당구 내정로165번길 50,031-717-2882,Primescan Connect,6795491,M6785344S804758/PF42K515,2024-01-09,113715,EAST
새로운치과의원,DS Core Care 1-3,경기도,시흥시,정왕대로 56,031-432-5755,Primescan Connect,6795491,M6785344S803589/PF42GV0G,2024-01-09,113720,WEST
서울우리치과,DS Core Care 1-3,경기도,군포시,군포첨단산업2로 4,0507-1362-2275,Primescan Connect,6795491,M6785344S804757/PF41QH41,2024-01-05,113017,WEST
강릉조은이플란트치과,DS Core Care 1-3,강원특별자치도,강릉시,경강로 2100,033-642-2228,Primescan Connect,6795491,M6785344S804756,2024-01-04,113709,EAST
부천올치과의원,DS Core Care 1-3,경기도,부천시,길주로 243,032-681-6837,Primescan Connect,6795491,M6785344S804688/PF42H8QP,2023-12-28,113703,WEST
라온치과병원_경북 안동시,DS Core Care 1-3,경상북도,안동시,경북대로 366,054-842-2100,Primescan Connect,6795491,M6785344S804687/PF42DCL3,2023-12-27,112530,EAST
서울선샤인치과의원,DS Core Care 1-3,서울특별시,영등포구,의사당대로 26,02-6949-2885,Primescan Connect,6795491,M6785344S804686/PF42KEBL,2023-12-27,111030,WEST
온유치과의원_강원 춘천,DS Core Care 1-3,강원특별자치도,춘천시,금강로 72,033-255-2875,Primescan Connect,6795491,M6785344S804685/PF42K0BJ,2023-12-26,113687,EAST
365서울차오름치과의원,DS Core Care 1-3,경기도,오산시,수목원로 612,,Primescan Connect,6795491,M6785344S805515 / PF42K0DC,2024-05-21,113960,WEST
램브란트치과의원_경북 포항,DS Core Care 1-3,경상북도,포항시,남구 포스코대로 92,054-286-2080,Primescan Connect,6795491,M6785344S805514/PF41QJX2,2024-05-21,113948,EAST
바른턱얼굴치과의원,DS Core Care 1-3,인천광역시,부평구,굴포로 42 ,032-503-7528,Primescan Connect,6795491,M6785344S805512 / PF41R62B,2024-05-21,113953,WEST
착한치과_경북 포항,DS Core Care 1-3,경상북도,포항시,남구 상도남로34번길 15,054-284-8879,Primescan Connect,6795491,M6785344S805226/PF41EA98,2024-05-21,113970,EAST
새로치과의원,DS Core Care 1-3,서울특별시,강남구,강남대로 428,02-6956-8522,Primescan Connect,6795491,M6785344S805510/PF42K548,2024-05-20,113457,EAST
한국치과의원_경기 시흥,DS Core Care 1-3,경기도,시흥시,정왕동 49-3-1 금강 A 상가 2F-202,031-498-2875,Primescan Connect,6795491,M6785344S805509 / PF41WNZ7,2024-05-20,103826,WEST
연세진정한치과,DS Core Care 1-3,대전광역시,서구,대덕대로 199,042-484-2888,Primescan Connect,6795491,M6785344S805219/PF41NQZC,2024-05-21,113979,WEST
